time,main,oven,refg,kitchen,lite
1149,81,0,0,0,0
1150,82,0,0,0,0
1151,80,0,0,0,0
1152,80,0,0,0,0
1153,83,0,0,0,0
1154,82,0,0,0,0
1155,85,0,0,0,0
1156,82,0,0,0,0
1157,81,0,0,0,0
1158,86,0,0,0,0
1159,82,0,0,0,0
1160,81,0,0,0,0
1161,77,0,0,0,0
1162,82,0,0,0,0
1163,79,0,0,0,0
1164,89,0,0,0,0
1165,83,0,0,0,0
1166,82,0,0,0,0
1167,81,0,0,0,0
1168,82,0,0,0,0
1169,85,0,0,0,0
1170,78,0,0,0,0
1171,77,0,0,0,0
1172,83,0,0,0,0
1173,88,0,0,0,0
1174,81,0,0,0,0
1175,82,0,0,0,0
1176,77,0,0,0,0
1177,83,0,0,0,0
1178,81,0,0,0,0
1179,82,0,0,0,0
1180,88,0,0,0,0
1181,83,0,0,0,0
1182,81,0,0,0,0
1183,83,0,0,0,0
1184,81,0,0,0,0
1185,82,0,0,0,0
1186,82,0,0,0,0
1187,88,0,0,0,0
1188,79,0,0,0,0
1189,80,0,0,0,0
1190,83,0,0,0,0
1191,84,0,0,0,0
1192,84,0,0,0,0
1193,85,0,0,0,0
1194,83,0,0,0,0
1195,85,0,0,0,0
1196,82,0,0,0,0
1197,82,0,0,0,0
1198,76,0,0,0,0
1199,96,0,0,0,0
1200,101,0,0,0,0
1201,90,0,0,0,0
1202,80,0,0,0,0
1203,78,0,0,0,0
1204,85,0,0,0,0
1205,85,0,0,0,0
1206,82,0,0,0,0
1207,84,0,0,0,0
1208,82,0,0,0,0
1209,82,0,0,0,0
1210,82,0,0,0,0
1211,75,0,0,0,0
1212,80,0,0,0,0
1213,81,0,0,0,0
1214,169,0,0,0,1
1215,171,0,0,0,1
1216,172,0,0,0,1
1217,185,0,0,0,1
1218,184,0,0,0,1
1219,177,0,0,0,1
1220,183,0,0,0,1
1221,190,0,0,0,1
1222,190,0,0,0,1
1223,197,0,0,0,1
1224,192,0,0,0,1
1225,194,0,0,0,1
1226,193,0,0,0,1
1227,215,0,0,0,1
1228,197,0,0,0,1
1229,197,0,0,0,1
1230,200,0,0,0,1
1231,199,0,0,0,1
1232,202,0,0,0,1
1233,243,0,0,0,1
1234,195,0,0,0,1
1235,190,0,0,0,1
1236,199,0,0,0,1
1237,199,0,0,0,1
1238,196,0,0,0,1
1239,200,0,0,0,1
1240,188,0,0,0,1
1241,195,0,0,0,1
1242,198,0,0,0,1
1243,199,0,0,0,1
1244,195,0,0,0,1
1245,196,0,0,0,1
1246,214,0,0,0,1
1247,193,0,0,0,1
1248,193,0,0,0,1
1249,188,0,0,0,1
1250,190,0,0,0,1
1251,185,0,0,0,1
1252,193,0,0,0,1
1253,211,0,0,0,1
1254,207,0,0,0,1
1255,210,0,0,0,1
1256,200,0,0,0,1
1257,413,0,1,0,1
1258,451,0,1,0,1
1259,418,0,1,0,1
1260,409,0,1,0,1
1261,402,0,1,0,1
1262,388,0,1,0,1
1263,386,0,1,0,1
1264,393,0,1,0,1
1265,397,0,1,0,1
1266,383,0,1,0,1
1267,382,0,1,0,1
1268,383,0,1,0,1
1269,386,0,1,0,1
1270,381,0,1,0,1
1271,379,0,1,0,1
1272,375,0,1,0,1
1273,385,0,1,0,1
1274,377,0,1,0,1
1275,384,0,1,0,1
1276,380,0,1,0,1
1277,386,0,1,0,1
1278,384,0,1,0,1
1279,379,0,1,0,1
1280,373,0,1,0,1
1281,389,0,1,0,1
1282,352,0,1,0,1
1283,354,0,1,0,1
1284,353,0,1,0,1
1285,356,0,1,0,1
1286,349,0,1,0,1
1287,348,0,1,0,1
1288,352,0,1,0,1
1289,351,0,1,0,1
1290,351,0,1,0,1
1291,347,0,1,0,1
1292,344,0,1,0,1
1293,348,0,1,0,1
1294,346,0,1,0,1
1295,346,0,1,0,1
1296,347,0,1,0,1
1297,345,0,1,0,1
1298,347,0,1,0,1
1299,343,0,1,0,1
1300,347,0,1,0,1
1301,343,0,1,0,1
1302,350,0,1,0,1
1303,345,0,1,0,1
1304,347,0,1,0,1
1305,348,0,1,0,1
1306,345,0,1,0,1
1307,347,0,1,0,1
1308,342,0,1,0,1
1309,342,0,1,0,1
1310,166,0,0,0,1
1311,166,0,0,0,1
1312,167,0,0,0,1
1313,168,0,0,0,1
1314,166,0,0,0,1
1315,167,0,0,0,1
1316,169,0,0,0,1
1317,170,0,0,0,1
1318,162,0,0,0,1
1319,163,0,0,0,1
1320,164,0,0,0,1
1321,167,0,0,0,1
1322,166,0,0,0,1
1323,162,0,0,0,1
1324,163,0,0,0,1
1325,169,0,0,0,1
1326,163,0,0,0,1
1327,164,0,0,0,1
1328,163,0,0,0,1
1329,163,0,0,0,1
1330,164,0,0,0,1
1331,163,0,0,0,1
1332,162,0,0,0,1
1333,163,0,0,0,1
1334,163,0,0,0,1
1335,165,0,0,0,1
1336,164,0,0,0,1
1337,161,0,0,0,1
1338,166,0,0,0,1
1339,164,0,0,0,1
1340,164,0,0,0,1
1341,163,0,0,0,1
1342,164,0,0,0,1
1343,167,0,0,0,1
1344,167,0,0,0,1
1345,164,0,0,0,1
1346,162,0,0,0,1
1347,163,0,0,0,1
1348,162,0,0,0,1
1349,160,0,0,0,1
1350,163,0,0,0,1
1351,163,0,0,0,1
1352,161,0,0,0,1
1353,161,0,0,0,1
1354,161,0,0,0,1
1355,162,0,0,0,1
1356,168,0,0,0,1
1357,161,0,0,0,1
1358,162,0,0,0,1
1359,165,0,0,0,1
1360,161,0,0,0,1
1361,161,0,0,0,1
1362,163,0,0,0,1
1363,163,0,0,0,1
1364,161,0,0,0,1
1365,162,0,0,0,1
1366,164,0,0,0,1
1367,203,0,0,0,1
1368,166,0,0,0,1
1369,163,0,0,0,1
1370,162,0,0,0,1
1371,163,0,0,0,1
1372,162,0,0,0,1
1373,163,0,0,0,1
1374,163,0,0,0,1
1375,162,0,0,0,1
1376,163,0,0,0,1
1377,163,0,0,0,1
1378,163,0,0,0,1
1379,165,0,0,0,1
1380,163,0,0,0,1
1381,165,0,0,0,1
1382,161,0,0,0,1
1383,162,0,0,0,1
1384,162,0,0,0,1
1385,161,0,0,0,1
1386,161,0,0,0,1
1387,161,0,0,0,1
1388,163,0,0,0,1
1389,163,0,0,0,1
1390,163,0,0,0,1
1391,166,0,0,0,1
1392,162,0,0,0,1
1393,164,0,0,0,1
1394,163,0,0,0,1
1395,162,0,0,0,1
1396,160,0,0,0,1
1397,161,0,0,0,1
1398,162,0,0,0,1
1399,165,0,0,0,1
1400,162,0,0,0,1
1401,193,0,0,0,1
1402,186,0,0,0,1
1403,192,0,0,0,1
1404,189,0,0,0,1
1405,213,0,0,0,1
1406,210,0,0,0,1
1407,209,0,0,0,1
1408,210,0,0,0,1
1409,209,0,0,0,1
1410,210,0,0,0,1
1411,188,0,0,0,1
1412,190,0,0,0,1
1413,200,0,0,0,1
1414,190,0,0,0,1
1415,193,0,0,0,1
1416,196,0,0,0,1
1417,189,0,0,0,1
1418,188,0,0,0,1
1419,186,0,0,0,1
1420,194,0,0,0,1
1421,188,0,0,0,1
1422,186,0,0,0,1
1423,187,0,0,0,1
1424,192,0,0,0,1
1425,190,0,0,0,1
1426,189,0,0,0,1
1427,191,0,0,0,1
1428,188,0,0,0,1
1429,188,0,0,0,1
1430,190,0,0,0,1
1431,190,0,0,0,1
1432,188,0,0,0,1
1433,195,0,0,0,1
1434,185,0,0,0,1
1435,189,0,0,0,1
1436,185,0,0,0,1
1437,192,0,0,0,1
1438,189,0,0,0,1
1439,189,0,0,0,1
1440,190,0,0,0,1
1441,184,0,0,0,1
1442,190,0,0,0,1
1443,185,0,0,0,1
1444,195,0,0,0,1
1445,184,0,0,0,1
1446,185,0,0,0,1
1447,184,0,0,0,1
1448,190,0,0,0,1
1449,187,0,0,0,1
1450,188,0,0,0,1
1451,185,0,0,0,1
1452,190,0,0,0,1
1453,191,0,0,0,1
1454,187,0,0,0,1
1455,184,0,0,0,1
1456,191,0,0,0,1
1457,196,0,0,0,1
1458,185,0,0,0,1
1459,187,0,0,0,1
1460,187,0,0,0,1
1461,187,0,0,0,1
1462,184,0,0,0,1
1463,184,0,0,0,1
1464,187,0,0,0,1
1465,193,0,0,0,1
1466,188,0,0,0,1
1467,190,0,0,0,1
1468,193,0,0,0,1
1469,192,0,0,0,1
1470,190,0,0,0,1
1471,185,0,0,0,1
1472,185,0,0,0,1
1473,188,0,0,0,1
1474,190,0,0,0,1
1475,193,0,0,0,1
1476,189,0,0,0,1
1477,194,0,0,0,1
1478,196,0,0,0,1
1479,192,0,0,0,1
1480,191,0,0,0,1
1481,193,0,0,0,1
1482,192,0,0,0,1
1483,181,0,0,0,1
1484,192,0,0,0,1
1485,186,0,0,0,1
1486,195,0,0,0,1
1487,189,0,0,0,1
1488,187,0,0,0,1
1489,192,0,0,0,1
1490,187,0,0,0,1
1491,192,0,0,0,1
1492,188,0,0,0,1
1493,186,0,0,0,1
1494,194,0,0,0,1
1495,192,0,0,0,1
1496,190,0,0,0,1
1497,190,0,0,0,1
1498,193,0,0,0,1
1499,193,0,0,0,1
1500,192,0,0,0,1
1501,192,0,0,0,1
1502,192,0,0,0,1
1503,191,0,0,0,1
1504,196,0,0,0,1
1505,191,0,0,0,1
1506,191,0,0,0,1
1507,195,0,0,0,1
1508,187,0,0,0,1
1509,189,0,0,0,1
1510,187,0,0,0,1
1511,183,0,0,0,1
1512,201,0,0,0,1
1513,185,0,0,0,1
1514,194,0,0,0,1
1515,187,0,0,0,1
1516,195,0,0,0,1
1517,194,0,0,0,1
1518,193,0,0,0,1
1519,196,0,0,0,1
1520,200,0,0,0,1
1521,200,0,0,0,1
1522,201,0,0,0,1
1523,200,0,0,0,1
1524,190,0,0,0,1
1525,185,0,0,0,1
1526,188,0,0,0,1
1527,1686,0,1,0,1
1528,409,0,1,0,1
1529,399,0,1,0,1
1530,393,0,1,0,1
1531,392,0,1,0,1
1532,388,0,1,0,1
1533,399,0,1,0,1
1534,379,0,1,0,1
1535,379,0,1,0,1
1536,381,0,1,0,1
1537,383,0,1,0,1
1538,378,0,1,0,1
1539,377,0,1,0,1
1540,375,0,1,0,1
1541,378,0,1,0,1
1542,384,0,1,0,1
1543,381,0,1,0,1
1544,376,0,1,0,1
1545,399,0,1,0,1
1546,387,0,1,0,1
1547,380,0,1,0,1
1548,379,0,1,0,1
1549,381,0,1,0,1
1550,377,0,1,0,1
1551,371,0,1,0,1
1552,378,0,1,0,1
1553,377,0,1,0,1
1554,382,0,1,0,1
1555,380,0,1,0,1
1556,384,0,1,0,1
1557,386,0,1,0,1
1558,381,0,1,0,1
1559,380,0,1,0,1
1560,378,0,1,0,1
1561,379,0,1,0,1
1562,373,0,1,0,1
1563,380,0,1,0,1
1564,379,0,1,0,1
1565,394,0,1,0,1
1566,373,0,1,0,1
1567,384,0,1,0,1
1568,382,0,1,0,1
1569,376,0,1,0,1
1570,388,0,1,0,1
1571,375,0,1,0,1
1572,371,0,1,0,1
1573,374,0,1,0,1
1574,372,0,1,0,1
1575,371,0,1,0,1
1576,373,0,1,0,1
1577,371,0,1,0,1
1578,369,0,1,0,1
1579,371,0,1,0,1
1580,365,0,1,0,1
1581,379,0,1,0,1
1582,370,0,1,0,1
1583,376,0,1,0,1
1584,375,0,1,0,1
1585,372,0,1,0,1
1586,366,0,1,0,1
1587,372,0,1,0,1
1588,375,0,1,0,1
1589,191,0,0,0,1
1590,187,0,0,0,1
1591,184,0,0,0,1
1592,191,0,0,0,1
1593,190,0,0,0,1
1594,192,0,0,0,1
1595,184,0,0,0,1
1596,189,0,0,0,1
1597,192,0,0,0,1
1598,190,0,0,0,1
1599,197,0,0,0,1
1600,194,0,0,0,1
1601,191,0,0,0,1
1602,196,0,0,0,1
1603,194,0,0,0,1
1604,195,0,0,0,1
1605,198,0,0,0,1
1606,189,0,0,0,1
1607,205,0,0,0,1
1608,186,0,0,0,1
1609,193,0,0,0,1
1610,195,0,0,0,1
1611,196,0,0,0,1
1612,198,0,0,0,1
1613,188,0,0,0,1
1614,203,0,0,0,1
1615,209,0,0,0,1
1616,197,0,0,0,1
1617,196,0,0,0,1
1618,198,0,0,0,1
1619,200,0,0,0,1
1620,194,0,0,0,1
1621,188,0,0,0,1
1622,195,0,0,0,1
1623,198,0,0,0,1
1624,195,0,0,0,1
1625,208,0,0,0,1
1626,194,0,0,0,1
1627,212,0,0,0,1
1628,192,0,0,0,1
1629,195,0,0,0,1
1630,189,0,0,0,1
1631,193,0,0,0,1
1632,187,0,0,0,1
1633,198,0,0,0,1
1634,197,0,0,0,1
1635,207,0,0,0,1
1636,198,0,0,0,1
1637,197,0,0,0,1
1638,194,0,0,0,1
1639,196,0,0,0,1
1640,189,0,0,0,1
1641,199,0,0,0,1
1642,208,0,0,0,1
1643,196,0,0,0,1
1644,192,0,0,0,1
1645,190,0,0,0,1
1646,207,0,0,0,1
1647,206,0,0,0,1
1648,253,0,0,1,1
1649,231,0,0,0,1
1650,231,0,0,0,1
1651,232,0,0,0,1
1652,259,0,0,1,1
1653,240,0,0,0,1
1654,241,0,0,0,1
1655,238,0,0,0,1
1656,250,0,0,1,1
1657,233,0,0,0,1
1658,228,0,0,0,1
1659,238,0,0,0,1
1660,230,0,0,0,1
1661,249,0,0,1,1
1662,259,0,0,1,1
1663,249,0,0,1,1
1664,235,0,0,0,1
1665,230,0,0,0,1
1666,237,0,0,0,1
1667,311,0,0,0,1
1668,311,0,0,0,1
1669,316,0,0,0,1
1670,302,0,0,0,1
1671,304,0,0,0,1
1672,319,0,0,0,1
1673,318,0,0,0,1
1674,311,0,0,0,1
1675,303,0,0,0,1
1676,297,0,0,0,1
1677,334,0,0,1,1
1678,239,0,0,0,1
1679,241,0,0,0,1
1680,239,0,0,0,1
1681,216,0,0,0,1
1682,239,0,0,0,1
1683,247,0,0,1,1
1684,246,0,0,0,1
1685,229,0,0,0,1
1686,238,0,0,0,1
1687,250,0,0,1,1
1688,265,0,0,1,1
1689,231,0,0,0,1
1690,231,0,0,0,1
1691,247,0,0,0,1
1692,236,0,0,0,1
1693,267,0,0,1,1
1694,250,0,0,1,1
1695,236,0,0,0,1
1696,278,0,0,1,1
1697,265,0,0,1,1
1698,230,0,0,0,1
1699,254,0,0,1,1
1700,252,0,0,1,1
1701,249,0,0,1,1
1702,249,0,0,1,1
1703,459,0,1,0,1
1704,462,0,1,1,1
1705,458,0,1,1,1
1706,457,0,1,1,1
1707,450,0,1,1,1
1708,441,0,1,1,1
1709,444,0,1,1,1
1710,433,0,1,0,1
1711,435,0,1,0,1
1712,425,0,1,1,1
1713,452,0,1,1,1
1714,449,0,1,1,1
1715,450,0,1,1,1
1716,445,0,1,1,1
1717,460,0,1,1,1
1718,436,0,1,1,1
1719,428,0,1,0,1
1720,409,0,1,0,1
1721,424,0,1,0,1
1722,407,0,1,0,1
1723,421,0,1,0,1
1724,408,0,1,0,1
1725,414,0,1,0,1
1726,409,0,1,0,1
1727,414,0,1,0,1
1728,414,0,1,0,1
1729,421,0,1,0,1
1730,419,0,1,0,1
1731,420,0,1,0,1
1732,402,0,1,0,1
1733,4648,1,1,0,1
1734,4585,1,1,0,1
1735,4542,1,1,0,1
1736,4574,1,1,0,1
1737,4602,1,1,0,1
1738,4596,1,1,0,1
1739,4547,1,1,0,1
1740,4539,1,1,0,1
1741,4539,1,1,0,1
1742,4536,1,1,0,1
1743,4537,1,1,0,1
1744,4564,1,1,0,1
1745,4569,1,1,0,1
1746,4522,1,1,0,1
1747,4528,1,1,0,1
1748,414,0,1,0,1
1749,408,0,1,0,1
1750,412,0,1,0,1
1751,414,0,1,0,1
1752,411,0,1,0,1
1753,404,0,1,0,1
1754,415,0,1,0,1
1755,404,0,1,0,1
1756,402,0,1,0,1
1757,227,0,0,0,1
1758,230,0,0,0,1
1759,4341,1,0,0,1
1760,4378,1,0,0,1
1761,4374,1,0,0,1
1762,226,0,0,0,1
1763,231,0,0,0,1
1764,233,0,0,0,1
1765,229,0,0,0,1
1766,231,0,0,0,1
1767,233,0,0,0,1
1768,238,0,0,0,1
1769,238,0,0,0,1
1770,236,0,0,0,1
1771,226,0,0,0,1
1772,236,0,0,0,1
1773,247,0,0,0,1
1774,241,0,0,0,1
1775,228,0,0,0,1
1776,231,0,0,0,1
1777,266,0,0,1,1
1778,236,0,0,0,1
1779,255,0,0,1,1
1780,243,0,0,0,1
1781,4404,1,0,0,1
1782,4393,1,0,0,1
1783,4380,1,0,0,1
1784,4364,1,0,0,1
1785,221,0,0,0,1
1786,241,0,0,0,1
1787,250,0,0,1,1
1788,254,0,0,1,1
1789,253,0,0,1,1
1790,211,0,0,0,1
1791,272,0,0,0,1
1792,4348,1,0,0,1
1793,4387,1,0,0,1
1794,4379,1,0,0,1
1795,226,0,0,0,1
1796,280,0,0,0,1
1797,243,0,0,0,1
1798,244,0,0,0,1
1799,274,0,0,1,1
1800,256,0,0,1,1
1801,247,0,0,0,1
1802,250,0,0,0,1
1803,232,0,0,0,1
1804,261,0,0,1,1
1805,248,0,0,0,1
1806,261,0,0,1,1
1807,248,0,0,0,1
1808,252,0,0,0,1
1809,247,0,0,0,1
1810,251,0,0,0,1
1811,4370,1,0,0,1
1812,4376,1,0,0,1
1813,4382,1,0,0,1
1814,4397,1,0,1,1
1815,237,0,0,0,1
1816,240,0,0,0,1
1817,235,0,0,0,1
1818,238,0,0,0,1
1819,238,0,0,0,1
1820,239,0,0,0,1
1821,225,0,0,0,1
1822,244,0,0,0,1
1823,236,0,0,0,1
1824,224,0,0,0,1
1825,234,0,0,0,1
1826,224,0,0,0,1
1827,236,0,0,0,1
1828,231,0,0,0,1
1829,235,0,0,0,1
1830,225,0,0,0,1
1831,227,0,0,0,1
1832,221,0,0,0,1
1833,243,0,0,0,1
1834,222,0,0,0,1
1835,230,0,0,0,1
1836,236,0,0,0,1
1837,228,0,0,0,1
1838,4375,1,0,0,1
1839,4367,1,0,0,1
1840,4390,1,0,1,1
1841,4363,1,0,0,1
1842,229,0,0,0,1
1843,235,0,0,0,1
1844,264,0,0,0,1
1845,4377,1,0,0,1
1846,4380,1,0,0,1
1847,4372,1,0,0,1
1848,270,0,0,0,1
1849,276,0,0,0,1
1850,265,0,0,0,1
1851,262,0,0,0,1
1852,282,0,0,1,1
1853,271,0,0,0,1
1854,259,0,0,0,1
1855,265,0,0,0,1
1856,276,0,0,0,1
1857,284,0,0,0,1
1858,280,0,0,0,1
1859,279,0,0,0,1
1860,282,0,0,0,1
1861,273,0,0,0,1
1862,260,0,0,0,1
1863,273,0,0,0,1
1864,268,0,0,0,1
1865,269,0,0,0,1
1866,268,0,0,0,1
1867,287,0,0,1,1
1868,257,0,0,0,1
1869,258,0,0,0,1
1870,255,0,0,0,1
1871,266,0,0,0,1
1872,276,0,0,1,1
1873,267,0,0,0,1
1874,270,0,0,0,1
1875,285,0,0,1,1
1876,274,0,0,0,1
1877,276,0,0,0,1
1878,240,0,0,0,1
1879,270,0,0,0,1
1880,273,0,0,0,1
1881,289,0,0,1,1
1882,304,0,0,1,1
1883,304,0,0,1,1
1884,303,0,0,1,1
1885,300,0,0,1,1
1886,303,0,0,1,1
1887,307,0,0,1,1
1888,302,0,0,1,1
1889,299,0,0,1,1
1890,301,0,0,1,1
1891,301,0,0,1,1
1892,302,0,0,1,1
1893,301,0,0,1,1
1894,297,0,0,1,1
1895,295,0,0,1,1
1896,295,0,0,1,1
1897,249,0,0,0,1
1898,245,0,0,0,1
1899,246,0,0,0,1
1900,245,0,0,0,1
1901,245,0,0,0,1
1902,245,0,0,0,1
1903,245,0,0,0,1
1904,246,0,0,0,1
1905,244,0,0,0,1
1906,245,0,0,0,1
1907,230,0,0,0,1
1908,234,0,0,0,1
1909,230,0,0,0,1
1910,230,0,0,0,1
1911,230,0,0,0,1
1912,230,0,0,0,1
1913,231,0,0,0,1
1914,230,0,0,0,1
1915,229,0,0,0,1
1916,231,0,0,0,1
1917,230,0,0,0,1
1918,230,0,0,0,1
1919,230,0,0,0,1
1920,231,0,0,0,1
1921,232,0,0,0,1
1922,241,0,0,0,1
1923,212,0,0,0,1
1924,207,0,0,0,1
1925,206,0,0,0,1
1926,207,0,0,0,1
1927,206,0,0,0,1
1928,209,0,0,0,1
1929,206,0,0,0,1
1930,210,0,0,0,1
1931,209,0,0,0,1
1932,195,0,0,0,1
1933,197,0,0,0,1
1934,198,0,0,0,1
1935,198,0,0,0,1
1936,197,0,0,0,1
1937,195,0,0,0,1
1938,196,0,0,0,1
1939,196,0,0,0,1
1940,196,0,0,0,1
1941,194,0,0,0,1
1942,193,0,0,0,1
1943,195,0,0,0,1
1944,195,0,0,0,1
1945,199,0,0,0,1
1946,195,0,0,0,1
1947,197,0,0,0,1
1948,196,0,0,0,1
1949,194,0,0,0,1
1950,194,0,0,0,1
1951,196,0,0,0,1
1952,199,0,0,0,1
1953,196,0,0,0,1
1954,195,0,0,0,1
1955,194,0,0,0,1
1956,194,0,0,0,1
1957,196,0,0,0,1
1958,198,0,0,0,1
1959,206,0,0,0,1
1960,204,0,0,0,1
1961,194,0,0,0,1
1962,207,0,0,0,1
1963,208,0,0,0,1
1964,208,0,0,0,1
1965,210,0,0,0,1
1966,209,0,0,0,1
1967,210,0,0,0,1
1968,210,0,0,0,1
1969,210,0,0,0,1
1970,215,0,0,0,1
1971,208,0,0,0,1
1972,209,0,0,0,1
1973,212,0,0,0,1
1974,211,0,0,0,1
1975,211,0,0,0,1
1976,210,0,0,0,1
1977,211,0,0,0,1
1978,210,0,0,0,1
1979,209,0,0,0,1
1980,207,0,0,0,1
1981,208,0,0,0,1
1982,211,0,0,0,1
1983,209,0,0,0,1
1984,209,0,0,0,1
1985,207,0,0,0,1
1986,211,0,0,0,1
1987,208,0,0,0,1
1988,208,0,0,0,1
1989,208,0,0,0,1
1990,207,0,0,0,1
1991,207,0,0,0,1
1992,205,0,0,0,1
1993,206,0,0,0,1
1994,206,0,0,0,1
1995,210,0,0,0,1
1996,208,0,0,0,1
1997,208,0,0,0,1
1998,207,0,0,0,1
1999,210,0,0,0,1
2000,207,0,0,0,1
2001,207,0,0,0,1
2002,206,0,0,0,1
2003,207,0,0,0,1
2004,206,0,0,0,1
2005,207,0,0,0,1
2006,208,0,0,0,1
2007,208,0,0,0,1
2008,215,0,0,0,1
2009,207,0,0,0,1
2010,435,0,1,0,1
2011,419,0,1,0,1
2012,434,0,1,0,1
2013,432,0,1,0,1
2014,406,0,1,0,1
2015,404,0,1,0,1
2016,401,0,1,0,1
2017,403,0,1,0,1
2018,402,0,1,0,1
2019,401,0,1,0,1
2020,402,0,1,0,1
2021,404,0,1,0,1
2022,402,0,1,0,1
2023,404,0,1,0,1
2024,398,0,1,0,1
2025,401,0,1,0,1
2026,415,0,1,0,1
2027,415,0,1,0,1
2028,416,0,1,0,1
2029,418,0,1,0,1
2030,417,0,1,0,1
2031,417,0,1,0,1
2032,411,0,1,0,1
2033,413,0,1,0,1
2034,413,0,1,0,1
2035,413,0,1,0,1
2036,407,0,1,0,1
2037,411,0,1,0,1
2038,406,0,1,0,1
2039,409,0,1,0,1
2040,406,0,1,0,1
2041,403,0,1,0,1
2042,404,0,1,0,1
2043,404,0,1,0,1
2044,407,0,1,0,1
2045,401,0,1,0,1
2046,405,0,1,0,1
2047,402,0,1,0,1
2048,403,0,1,0,1
2049,402,0,1,0,1
2050,401,0,1,0,1
2051,399,0,1,0,1
2052,401,0,1,0,1
2053,400,0,1,0,1
2054,408,0,1,0,1
2055,414,0,1,0,1
2056,397,0,1,0,1
2057,400,0,1,0,1
2058,394,0,1,0,1
2059,397,0,1,0,1
2060,398,0,1,0,1
2061,395,0,1,0,1
2062,397,0,1,0,1
2063,399,0,1,0,1
2064,399,0,1,0,1
2065,393,0,1,0,1
2066,396,0,1,0,1
2067,383,0,1,0,1
2068,385,0,1,0,1
2069,390,0,1,0,1
2070,399,0,1,0,1
2071,397,0,1,0,1
2072,396,0,1,0,1
2073,390,0,1,0,1
2074,388,0,1,0,1
2075,391,0,1,0,1
2076,218,0,0,0,1
2077,215,0,0,0,1
2078,220,0,0,0,1
2079,216,0,0,0,1
2080,214,0,0,0,1
2081,215,0,0,0,1
2082,218,0,0,0,1
2083,214,0,0,0,1
2084,214,0,0,0,1
2085,223,0,0,0,1
2086,215,0,0,0,1
2087,214,0,0,0,1
2088,213,0,0,0,1
2089,216,0,0,0,1
2090,216,0,0,0,1
2091,214,0,0,0,1
2092,212,0,0,0,1
2093,215,0,0,0,1
2094,217,0,0,0,1
2095,214,0,0,0,1
2096,219,0,0,0,1
2097,220,0,0,0,1
2098,214,0,0,0,1
2099,217,0,0,0,1
2100,217,0,0,0,1
2101,215,0,0,0,1
2102,217,0,0,0,1
2103,215,0,0,0,1
2104,214,0,0,0,1
2105,212,0,0,0,1
2106,214,0,0,0,1
2107,214,0,0,0,1
2108,217,0,0,0,1
2109,221,0,0,0,1
2110,214,0,0,0,1
2111,216,0,0,0,1
2112,217,0,0,0,1
2113,213,0,0,0,1
2114,214,0,0,0,1
2115,214,0,0,0,1
2116,214,0,0,0,1
2117,216,0,0,0,1
2118,215,0,0,0,1
2119,215,0,0,0,1
2120,214,0,0,0,1
2121,217,0,0,0,1
2122,217,0,0,0,1
2123,216,0,0,0,1
2124,231,0,0,0,1
2125,217,0,0,0,1
2126,214,0,0,0,1
2127,213,0,0,0,1
2128,217,0,0,0,1
2129,213,0,0,0,1
2130,213,0,0,0,1
2131,212,0,0,0,1
2132,217,0,0,0,1
2133,211,0,0,0,1
2134,215,0,0,0,1
2135,231,0,0,0,1
2136,232,0,0,0,1
2137,240,0,0,0,1
2138,239,0,0,0,1
2139,218,0,0,0,1
2140,213,0,0,0,1
2141,212,0,0,0,1
2142,213,0,0,0,1
2143,215,0,0,0,1
2144,209,0,0,0,1
2145,218,0,0,0,1
2146,211,0,0,0,1
2147,212,0,0,0,1
2148,210,0,0,0,1
2149,210,0,0,0,1
2150,212,0,0,0,1
2151,211,0,0,0,1
2152,212,0,0,0,1
2153,212,0,0,0,1
2154,213,0,0,0,1
2155,215,0,0,0,1
2156,213,0,0,0,1
2157,214,0,0,0,1
2158,213,0,0,0,1
2159,212,0,0,0,1
2160,208,0,0,0,1
2161,210,0,0,0,1
2162,210,0,0,0,1
2163,210,0,0,0,1
2164,207,0,0,0,1
2165,213,0,0,0,1
2166,210,0,0,0,1
2167,211,0,0,0,1
2168,209,0,0,0,1
2169,212,0,0,0,1
2170,207,0,0,0,1
2171,209,0,0,0,1
2172,206,0,0,0,1
2173,214,0,0,0,1
2174,207,0,0,0,1
2175,205,0,0,0,1
2176,209,0,0,0,1
2177,209,0,0,0,1
2178,213,0,0,0,1
2179,212,0,0,0,1
2180,210,0,0,0,1
2181,208,0,0,0,1
2182,206,0,0,0,1
2183,208,0,0,0,1
2184,211,0,0,0,1
2185,227,0,0,0,1
2186,212,0,0,0,1
2187,208,0,0,0,1
2188,206,0,0,0,1
2189,205,0,0,0,1
2190,206,0,0,0,1
2191,211,0,0,0,1
2192,209,0,0,0,1
2193,215,0,0,0,1
2194,208,0,0,0,1
2195,210,0,0,0,1
2196,213,0,0,0,1
2197,211,0,0,0,1
2198,210,0,0,0,1
2199,204,0,0,0,1
2200,206,0,0,0,1
2201,218,0,0,0,1
2202,212,0,0,0,1
2203,252,0,0,0,1
2204,208,0,0,0,1
2205,208,0,0,0,1
2206,209,0,0,0,1
2207,210,0,0,0,1
2208,209,0,0,0,1
2209,211,0,0,0,1
2210,206,0,0,0,1
2211,209,0,0,0,1
2212,203,0,0,0,1
2213,205,0,0,0,1
2214,219,0,0,0,1
2215,218,0,0,0,1
2216,215,0,0,0,1
2217,228,0,0,0,1
2218,215,0,0,0,1
2219,212,0,0,0,1
2220,211,0,0,0,1
